id,size,name,mod_class
1254,40,"Burnett, Bruce Kendall",8
1255,43.26139,"Niedzwiecki, Donna",1
1256,40.57554,"Burns, Barbara Jean",12
1257,40.57554,"March, John S.",6
1258,40.959232,"Wells, Karen Cameron",6
1259,40.191845,"Burnside, A. Craig",11
1260,43.26139,"Satterwhite, Lisa L",6
1261,42.685852,"Wax, Adam P.",6
1262,40.959232,"Pitt, Geoffrey Stuart",2
1263,42.30216,"Puranam, Ram Sharma",10
1264,40.191845,"Rosenberg, Paul Brian",10
1265,44.028778,"Hutson, Mary Redmond",2
1266,40,"Yen, Paul Michael",2
1267,60.33573,"Burt, Tal",2
1268,47.67386,"Burton III, Claude Shreve",5
1269,42.30216,"Burton, Linda",9
1270,40,"Burton, Richard M.",11
1271,40,"Mitchell, William G.",11
1272,42.30216,"Buthe, Tim",9
1273,41.151077,"Butler, Megan Williston",5
1274,41.342926,"Garrett Jr., William Elwood",3
1275,44.98801,"Butterly, David William",4
1276,41.72662,"Tu, Priscilla",10
1277,43.069546,"Cabeza, Roberto",6
1278,40.191845,"Madden, David Joseph",6
1279,40.57554,"Marsh, Elizabeth J.",6
1280,40.383694,"Segars, William Paul",6
1281,40.383694,"O'Daniel, Jennifer Colleen",5
1282,41.72662,"Cui, Yunfeng",1
1283,40.959232,"Calakos, Nicole",2
1284,40.57554,"West, Anne Elizabeth",2
1285,40.383694,"Wetsel, William Christopher",2
1286,40.191845,"Calderbank, Robert",6
1287,41.151077,"Sorin, Daniel J.",6
1288,41.151077,"Caldwell, Bruce J.",9
1289,41.53477,"Udayakumar, Krishnakumar",8
1290,41.72662,"Christopher, Eric James",12
1291,45.179855,"Wagner, Galen Strohm",10
1292,40.191845,"Neelon, Brian Hugh",0
1293,63.021584,"Campbell, Douglas",4
1294,44.028778,"Campbell, Lisa",6
1295,40.57554,"Carboni, Michael Paul",4
1296,41.151077,"Candogan, Utku Ozan",6
1297,40.57554,"Cant, Nell Beatty",5
1298,41.342926,"Capel, Blanche",2
1299,92.56595,"Greenfield, Ruth Ann",5
1300,44.604317,"Cardenas-Corona, Maria Elena",6
1301,40,"Heitman, Joseph",6
1302,41.342926,"Pastva, Amy Martha",1
1303,41.342926,"Counter, Christopher M.",2
1304,47.29017,"Gurley, Susan Bailey",2
1305,46.330936,"Feiler, Michael Justin",4
1306,40.191845,"Gellad, Ziad Fouad",1
1307,40.959232,"Wolf, Andrew Ira",5
1308,40.57554,"Cardones, Adela Rambi Guanco",10
1309,43.069546,"Salazar Gonzales, Esther",10
1310,40.959232,"Carlson, Alan Neil",5
1311,40,"DelMonte, Derek Wills",4
1312,40.57554,"Carman, Margaret J",12
1313,40.959232,"Turner, Kathleen Marie",5
1314,40.959232,"Sabol, Valerie Kay",10
1315,40.767387,"Carnes, Nicholas W.",5
1316,42.30216,"Nicholls, Peter Jeff",5
1317,40.383694,"Zhang, Xiaodong",2
1318,40,"Premont, Richard Thomas",2
1319,41.918465,"Meck, Warren H.",6
1320,40.191845,"Nicolelis, Miguel Angelo L.",2
1321,40.57554,"Carter, Brigit Maria",5
1322,40.959232,"Cary, Michael Paul",5
1323,41.53477,"Spiridigliozzi, Gail A.",10
1324,41.342926,"Casey, Patrick John",2
1325,42.685852,"Moss, Jennifer Barnett",2
1326,40.959232,"Odgers, Candice L.",6
1327,41.918465,"Hariri, Ahmad",6
1328,40.57554,"Cassar, Nicolas",6
1329,41.72662,"Cassidy, Frederick",5
1330,40,"Wilson, William Herman",5
1331,41.53477,"Cetinkaya-Rundel, Mine",12
1332,64.17266,"Chakrabarty, Krishnendu",6
1333,41.151077,"Choudhury, Romit Roy",6
1334,44.028778,"Fair, Richard B.",12
1335,42.877697,"Gonzalez, Pedro",2
1336,40,"Rao, Ponugoti Vasantha",2
1337,40.191845,"Vann, Robin Raul",7
1338,41.151077,"Mettu, Priyatham S",7
1339,40,"Chameides, William",4
1340,42.877697,"Pickett, Lisa Clark",10
1341,40.767387,"Vorderstrasse, Allison Amend",12
1342,40.959232,"Hueckel, Remi M",4
1343,43.45324,"Muckler, Virginia Chris",5
1344,45.56355,"Sanders, Edward Garner",5
1345,40.191845,"Vacchiano, Charles Andrew",12
1346,41.151077,"Relf, Michael Vernon",10
1347,40.191845,"Chan, Chi Wei Cliburn",6
1348,41.342926,"West, Michael",6
1349,41.53477,"Chandrasekharan, Shailesh",9
1350,69.544365,"Chandrasekharan, Subhashini",5
1351,61.870502,"Cook-Deegan, Robert M.",6
1352,42.110313,"Chang, Albert M.",6
1353,40.767387,"Chang, Ching-yi",2
1354,40,"McDonnell, Donald Patrick",2
1355,40.959232,"Rathmell, Jeffrey Charles",2
1356,45.371704,"Shinohara, Mari L.",2
1357,40,"Chen, Jun",2
1358,40.191845,"Yoshizumi, Terry Takatoshi",1
1359,42.877697,"Tuchman, Sascha Alexander",5
1360,40.767387,"Chen, Dongfeng",1
1361,42.30216,"Prasad, Vinod K.",6
1362,46.71463,"Doan, Phuong Linh",1
1363,40,"Kurtzberg, Joanne",6
1364,40.959232,"He, You-Wen",2
1365,40.191845,"Li, Qi-Jing",2
1366,40.57554,"Chappel, James Gregory",5
1367,40.383694,"Charbonneau, Patrick",2
1368,40.57554,"Wiley, Benjamin J.",6
1369,44.604317,"Charles, Hal Cecil",1
1370,107.529976,"Charney, Evan",6
1371,40,"Chartrand, Tanya L.",2
1372,40.959232,"Shah, James",5
1373,41.53477,"Chase, Jeffrey S.",6
1374,42.110313,"Schmit, Kristine Marie",0
1375,40.767387,"Chatterji, Aaron",11
1376,70.5036,"Chaves, Mark Alan",5
1377,40.767387,"Govert, Joseph Alan",12
1378,41.918465,"Ofori-Amanfo, George",10
1379,43.069546,"Chen, Chin Ho",2
1380,44.98801,"Huang, Li",2
1381,40.383694,"Chen, Chuan-Hua",2
1382,40.383694,"Pavlisko, Elizabeth N",1
1383,40.767387,"Chen, Enn-Ling",5
1384,40.959232,"Hoffman, Brenton D.",5
1385,40.191845,"Chen, Li Juan",5
1386,40.767387,"Hazen, Kevin C",6
1387,41.342926,"Chen, Meng",2
1388,40.959232,"Chen, Nan-kuei",6
1389,41.53477,"Song, Allen Wuming",6
1390,42.685852,"Truong, Trong-Kha",10
1391,47.67386,"Greeson, Jeffrey Michael",6
1392,40.383694,"Chen, Qi",11
1393,42.685852,"Cheng, Qing",2
1394,40.383694,"Haystead, Timothy Arthur James",2
1395,40.767387,"Chia, Jessica Yue-Ling",4
1396,41.53477,"Chiang, Ambrose An-Po",4
1397,43.45324,"Leggett, Melanie K.",5
1398,42.685852,"Guyton, John Richard",10
1399,40.191845,"Chilkoti, Ashutosh",6
1400,40.57554,"Cook, J Michael",5
1401,41.151077,"Urzhumov, Yaroslav A.",6
1402,41.72662,"Hinton, David E.",2
1403,55.53957,"Needham, David",10
1404,41.53477,"Lopez, Gabriel P.",6
1405,40.383694,"McCafferty, Dewey G.",2
1406,40.191845,"Chilukuri, Vani Rao",4
1407,44.604317,"Chin, Bennett B.",10
1408,41.72662,"Vaidyanathan, Ganesan",6
1409,40,"White, Leonard Edward",1
1410,40.383694,"Worni, Mathias",1
1411,40.383694,"Sporn, Thomas Arthur",5
1412,42.30216,"Chitneni, Satish K.",2
1413,40.959232,"Cho, Alex Han",8
1414,40.191845,"Haga, Susanne B.",6
1415,41.53477,"Joy, Scott Victor",10
1416,48.82494,"Garman, Katherine Schuver",2
1417,43.26139,"DeRuyter, Frank",10
1418,40.383694,"Chow, Rey",9
1419,40,"Jung, Sin-Ho",1
1420,41.72662,"Mangum, Oscar Barry",10
1421,40.57554,"Noveck, Robert Joseph",10
1422,40.383694,"Chrisman, Allan Krekeler",5
1423,41.72662,"Sapyta, Jeffrey J.",6
1424,45.179855,"Dew, Rachel E",10
1425,42.685852,"Crawford, Jeffrey",1
1426,41.72662,"Stevenson, Marvaretta Miesha",5
1427,41.342926,"Wahidi, Momen Mohammed",1
1428,42.494003,"Christensen, Norman L.",5
1429,41.342926,"Edwards, Pamela Ballance",12
1430,41.342926,"Chudgar, Saumil Mahendra",5
1431,40.959232,"Chung, Richard Joonoh",10
1432,41.53477,"Maslow, Gary Ross",12
1433,41.53477,"Churchill, Steven E.",10
1434,41.918465,"Mirotsou, Maria",10
1435,41.151077,"Cianciolo, George James",2
1436,40.191845,"Ciofani, Maria",2
1437,41.151077,"Willis, John H.",2
1438,44.028778,"Vilgalys, Rytas J.",2
1439,56.882492,"Domec, Jean  Christophe",2
1440,40,"Mantyh, Christopher Ritchie",1
1441,41.918465,"Freedman, Jennifer",5
1442,42.30216,"Shortell, Cynthia Keene",6
1443,40.191845,"Migaly, John",1
1444,40.959232,"Ferranti, Jeffrey Michael",12
1445,40.383694,"Clemen, Robert T.",4
1446,40,"Clements III, Dennis Alfred",5
1447,42.685852,"Neelon, Sara Elizabeth",6
1448,41.342926,"Clotfelter, Charles T.",10
1449,42.110313,"Ladd, Helen F.",6
1450,41.342926,"Muschkin, Clara G.",10
1451,40.57554,"Serafini, Sandra",5
1452,40.57554,"Cocks, F. Hadley",0
1453,40.191845,"Simmons, Walter Neal",10
1454,40.959232,"Lipkin, Michael Eric",10
1455,40.959232,"Preminger, Glenn Michael",10
1456,40.191845,"Zhong, Pei",10
1457,47.29017,"Coers, Jorn",2
1458,43.645084,"Valdivia, Raphael H.",2
1459,41.151077,"Van Mater, Heather Ann",5
1460,42.494003,"Hargett III, Charles William",4
1461,41.53477,"Kraft, Bryan David",5
1462,42.494003,"Fisher, Deborah Anne",1
1463,42.685852,"Coffman, Thomas Myron",6
1464,41.72662,"Lehrich, Ruediger Wilhelm",10
1465,40.383694,"Spurney, Robert Frank",2
1466,42.494003,"Coggins, Brian Edward",5
1467,40.959232,"Zhou, Pei",2
1468,40.767387,"Hastings, Susan Nicole",8
1469,40.767387,"Johnson, Kimberly Sherell",8
1470,40,"Cousins, Scott William",7
1471,40.383694,"Whitaker, Diane Beasley",4
1472,40.767387,"Rao, Arati Vasanth",1
1473,44.79616,"Robins, Clive Justin",6
1474,41.72662,"Coleman, Doriane Lambelet",12
1475,40,"Rosoff, Philip Martin",12
1476,40,"Coleman, Wilbur John",5
1477,41.151077,"Collins, Timothy Alan",5
1478,43.45324,"Huh, Billy Keon",1
1479,40,"Weber, Thomas Joseph",5
1480,40.191845,"Weber, Thomas Joseph",4
1481,41.918465,"Lee, Richard Hsang-Young",5
1482,40.191845,"Colsher, James George",4
1483,40.767387,"Colton, Carol Anne",2
1484,41.72662,"Comer, Denise K.",12
1485,40.383694,"Compton, Jill Serafin",10
1486,40.191845,"Compton, Scott Nathan",6
1487,40,"Conitzer, Vincent",6
1488,40.191845,"Taylor, Curtis R.",11
1489,49.784172,"Conrad, Robert F.",5
1490,41.918465,"Cook, Jonathan Lambert",10
1491,40.959232,"Cook, Philip J.",12
1492,41.151077,"Cook, Sarah",10
1493,40.57554,"Cooper, Harris M.",5
1494,41.918465,"Copeland, Joyce A.",8
1495,40.383694,"Halstater, Brian Hugh",8
1496,40.767387,"Martinez-Bianchi, Viviana Sandra",8
1497,40.57554,"Michener, James Lloyd",8
1498,41.342926,"Sheline, Barbara LaTowsky",8
1499,42.685852,"Tran, Anh Nhat",8
1500,42.494003,"Weigle, Nancy Jean",8
1501,40.767387,"Hull, Sharon Kay",8
1502,40.959232,"Kaprielian, Victoria Susan",8
1503,41.151077,"Koo, Denise Tze-wen",8
1504,41.342926,"Tilson, Hugh Hanna",8
1505,41.151077,"Corless, Joseph M.",12
1506,40.767387,"Costanzo, Philip R.",10
1507,40.191845,"Grimes, Christina",5
1508,40.383694,"Putallaz, Martha",6
1509,40,"Sloan, Frank A.",7
1510,42.494003,"Cothran Jr., Roger Lee",5
1511,40.767387,"Gustafson, Kathryn E.",7
1512,43.069546,"Crouchley, Jillian Leigh",4
1513,40,"Foreman, John William",10
1514,42.494003,"Thiele, Dennis James",2
1515,41.53477,"MacAlpine, David Michael",2
1516,42.30216,"Hahn, Paul",7
1517,41.53477,"Lad, Eleonora Georgeta",7
1518,40.383694,"Malek, Goldis",2
1519,41.72662,"Moretti, Eugene William",10
1520,40.383694,"Holland, David Preston",5
1521,42.685852,"Naggie, Susanna",6
1522,40.57554,"Cox, Landon P.",10
1523,43.45324,"Cox, Mitchell Wayne",1
1524,42.685852,"Mureebe, Leila",1
1525,42.877697,"Song, Haijun",1
1526,88.92087,"Joines, William T.",6
1527,42.110313,"Maccarini, Paolo F",1
1528,41.151077,"Craig, Anna Elizabeth",10
1529,40,"Crawford, Gregory E.",2
1530,41.151077,"Reddy, Timothy E",2
1531,40.191845,"Willard, Huntington Faxon",2
1532,40.383694,"Gersbach, Charles",2
1533,41.72662,"Hartemink, Alexander J.",2
1534,43.26139,"Salama, Joseph Kamel",1
1535,40.57554,"Wang, Xiaofei",1
1536,42.110313,"Crawford, Regina Denise",10
1537,41.72662,"Feliu, Miriam Helen",10
1538,41.53477,"Crichlow, Michaeline A.",4
1539,40.767387,"Middleton, John Paul",6
1540,40.57554,"Hong, Jiyong",2
1541,41.53477,"Fitzgerald, Michael C.",6
1542,40,"Cullen, Bryan Richard",2
1543,41.918465,"Luftig, Micah Alan",2
1544,40,"Cummer, Steven A.",5
1545,40.383694,"Cummings, Jonathon",12
1546,40.383694,"Foo, Wen Chi",10
1547,40.383694,"Proia, Alan David",7
1548,41.53477,"Woodward, Julie Ann",10
1549,40.57554,"Muh, Carrie Rebecca",5
1550,42.110313,"Cunningham III, Calhoun Dove",6
1551,40.959232,"Cunningham, Clifford W.",2
1552,40.191845,"Van Dover, Cindy",2
1553,41.342926,"Terborgh, John W.",2
1554,42.110313,"Curlin, Farr A",10
1555,41.342926,"Mauro, Christian F.",5
1556,40.57554,"Curtarolo, Stefano",6
1557,40.767387,"Scales Jr., Charles Douglas",10
1558,42.877697,"Wiener, John Samuel",6
1559,40,"Peterson, Andrew Charles",10
1560,41.918465,"Ellestad, Sarah Catherine",10
1561,40.767387,"Daley, Brendan",12
1562,41.342926,"Dalvi, Samir R",10
1563,42.494003,"Meltzer, Eric Barrie",1
1564,40.383694,"Wolfe, Walter George",0
1565,40,"Darcey, Dennis J.",5
1566,42.494003,"Darity Jr., William A.",10
1567,40,"Langdon, Scott Douglas",4
1568,41.342926,"Dash, Rajesh Chandra",10
1569,42.877697,"Friedman, Daphne Ruth",2
1570,40.57554,"Weinberg, Joe Brice",2
1571,43.26139,"Stoecker, Maggie Marie",2
1572,44.79616,"LU, JIANFENG",6
1573,41.72662,"Daubert, Melissa Anne",1
1574,41.342926,"Lugar, Patricia Lynne",2
1575,41.53477,"Shofer, Scott Leigh",1
1576,40.959232,"Davis, Linda Lindsey",12
1577,42.30216,"Davis, Naomi O.",10
1578,41.53477,"Dawson, Hana Nenicka",6
1579,41.918465,"Kolls, Bradley Jason",6
1580,40.767387,"De Bellis, Michael Damingo",6
1581,40.57554,"Gallentine, William Brian",6
1582,40.383694,"Mikati, Mohamad Abdul",6
1583,43.26139,"Rothman, Jennifer Ann",5
1584,40.191845,"Zennadi, Rahima",2
1585,40.767387,"Tanabe, Paula J",6
1586,41.151077,"De Gagne, Jennie",12
1587,40.57554,"Deak, Kristen Lee",5
1588,41.151077,"Horn, Sarah Rapisardo",5
1589,47.29017,"Dear, Keith Brian Gordon",6
1590,42.877697,"DeFrantz, Thomas",4
1591,42.30216,"DeFrate, Louis Edwin",3
1592,43.645084,"Spritzer, Charles Edward",3
1593,41.342926,"Taylor, Dean Curtis",3
1594,40,"Little, Dianne",3
1595,40.191845,"Lee, Jaewoo",2
1596,40.383694,"DeLong, Elizabeth Ray",0
1597,41.151077,"Dement, John McCray",8
1598,45.179855,"Epling, Carol Ann",4
1599,40,"Lipscomb, Hester Johnstone",8
1600,41.72662,"Myers, Douglas Joseph",8
1601,40.383694,"Schoenfisch, Ashley Land",8
1602,47.09832,"Denardo, Scott Jeffrey",10
1603,40.191845,"Tcheng, James Enlou",0
1604,40.383694,"Rodrigo, Allen G",2
1605,43.45324,"Derbyshire, Emily Rose",2
1606,40.383694,"Derouin, Anne Lynn",12
1607,40.57554,"Desai, Preyas S.",11
1608,40.57554,"Purohit, Devavrat",11
1609,44.79616,"Deshusses, Marc",6
1610,40.191845,"Deutsch, Sarah Jane",9
1611,41.342926,"Hochman, Daryl William",2
1612,58.992805,"Shan, Siqing",5
1613,40.57554,"Vollmer, Robin Tutt",1
1614,40.383694,"Li, Chuan-Yuan",2
1615,40.191845,"Kornbluth, Sally A.",2
1616,41.342926,"Stapleton, Heather M.",6
1617,40.959232,"Rittschof, Daniel",6
1618,43.83693,"DiBernardo, Louis Robert",0
1619,40.191845,"Manson, Roberto Jose",2
1620,42.494003,"Provenzale, Dawn Tranchino",1
1621,41.151077,"Petes, Thomas Douglas",2
1622,40.383694,"Dikolli, Shane S.",11
1623,40,"Mayew, William J.",11
1624,41.53477,"Dobbins III, James T.",1
1625,43.83693,"Ravin, Carl Eric",1
1626,41.918465,"Nolte, Loren W.",1
1627,40,"Godfrey, Devon James",4
1628,40.959232,"Lansford, Jennifer",6
1629,111.175064,"Dolbow, John Everett",6
1630,109.64029,"Laursen, Tod A.",6
1631,43.83693,"Wolever, Ruth Quillian",6
1632,42.685852,"Dombrowski, Keith",6
1633,44.028778,"Donahue, Mark Paul",4
1634,41.53477,"Donahue, William Collins",4
1635,84.31654,"Richardson, David C.",6
1636,71.07914,"Richardson, Jane Shelby",6
1637,40.383694,"Mooney, Richard Daniel",2
1638,41.151077,"Dong, Xinnian",2
1639,41.151077,"Donohue, Kathleen",6
1640,41.72662,"Doolette, David John",10
1641,40.191845,"Dorfman, Ariel",9
1642,41.918465,"Simel, David Lee",0
1643,41.342926,"Khouri, Michel Georges",0
1644,40.383694,"Dowell, Earl H.",6
1645,72.03837,"Mann, Brian",6
1646,40.57554,"Thomas, Jeffrey P.",10
1647,40.383694,"Hall, Kenneth C.",6
1648,40.959232,"Dressman, Holly Kloos",2
1649,42.30216,"Koh, James",2
1650,42.877697,"Page-Chartrand, Kristin Marie",10
1651,41.151077,"Mahmood, Kamran",1
1652,41.918465,"Tokdar, Surya",6
1653,40.57554,"George, Linda K.",5
1654,59.568344,"Vaupel, James Walton",2
1655,40.959232,"Durrett, Richard Timothy",2
1656,40.57554,"Socolar, Joshua",2
1657,40.959232,"Dvergsten, Jeffrey Arthur",5
1658,64.55635,"Dwyer, Christopher",5
1659,102.35012,"Lebeck, Alvin R.",5
1660,40.57554,"Dyreng, Scott D.",11
1661,40.57554,"Merson, Michael H.",8
1662,40.959232,"Zhang, Zhiping",4
1663,43.645084,"Vinson, Emily Nicole",1
1664,42.110313,"Leithe, Linda Gray",1
1665,46.906475,"Echols, Melvin Ray",4
1666,41.72662,"Edwards, Glenn Steven",12
1667,40.383694,"Kiehart, Daniel P.",12
1668,42.494003,"Egner, Tobias",6
1669,42.494003,"Schmajuk, Nestor A.",6
1670,41.53477,"Heller, Katherine",6
1671,62.63789,"Peterchev, Angel Vladimirov",6
1672,41.342926,"Sommer, Marc A.",2
1673,41.53477,"Eisbach, Shelly Sue",12
1674,42.30216,"Miller, Timothy Ellis",0
1675,40.767387,"Eisner, Martin",9
1676,42.877697,"El Husseini, Nada Kais",10
1677,43.83693,"Goldstein, Larry Bruce",6
1678,40.383694,"Elbert-Avila, Katja Ingrid",4
1679,40.383694,"Jones, Christopher",4
1680,40.767387,"Kuo, Anthony Nanlin",7
1681,40.767387,"Endow, Sharyn Anne",2
1682,40.959232,"Engelhardt, Barbara",2
1683,41.342926,"Gordan, Raluca Mihaela",6
1684,43.069546,"Sopko, David Richard",1
1685,44.41247,"Zenn, Michael Robert",6
1686,40.191845,"Leversedge, Fraser",3
1687,42.110313,"Ruch, David Simms",3
1688,40,"Osawa, Masaki",12
1689,40.383694,"Goldston, David Brian",12
1690,42.110313,"Schramm-Sapyta, Nicole Lewellyn",6
1691,42.877697,"Suarez, Edward Charles",10
1692,40.57554,"Tucci, Debara Lyn",6
1693,40.383694,"Woodard, Charles",12
1694,40,"Freiberger, John Jacob",5
1695,41.72662,"Etkin, Jordan F",10
1696,42.685852,"Eucker, Stephanie Ann",6
1697,40.767387,"Everett, Christine M",0
1698,40.959232,"Farkas, Linda",5
1699,40.767387,"Schuman, Stefanie Gail",5
1700,41.53477,"Maradiaga Panayotti, Gabriela Muriel",4
1701,40,"Jaffe, Glenn Jay",7
1702,40.383694,"Setji, Tracy Lynn",5
1703,42.685852,"Fekrat, Sharon",7
1704,42.877697,"Postel, Eric Attila",7
1705,107.146286,"Feld, Jody Ann",5
1706,40.959232,"Fellin, Luciana",9
1707,41.918465,"Grotegut, Chad Aaron",10
1708,41.72662,"Leppert, Phyllis Carolyn",6
1709,40.959232,"Ferguson, P. Lee",6
1710,49.016785,"Seidler, Frederic J.",6
1711,42.110313,"Slotkin, Theodore Alan",6
1712,40.767387,"Fernholz, Fernando R.",9
1713,41.342926,"Ferrandino, Michael Nicolo",10
1714,48.2494,"Rampersaud Jr., Edward N",1
1715,40.383694,"McKellar, Mehri Sadri",10
1716,40.57554,"Pickup, David James",5
1717,46.139088,"Frothingham, Richard",2
1718,44.604317,"Ferrari, Silvia",6
1719,40.959232,"Henriquez, Craig S.",10
1720,46.71463,"VanDongen, Antonius M. J.",2
1721,41.72662,"Ferraro, Thomas J.",9
1722,44.79616,"Ferreira, Paulo Alexandre",2
1723,40,"Field, Erica Marie",11
1724,40.191845,"Filomena, Carol Ann",4
1725,42.110313,"Fischer, Bernard Martin",1
1726,40.959232,"Sunday, Mary Elizabeth Anne",2
1727,41.342926,"Walker, Julia K.L.",2
1728,46.139088,"Greenberg, Joel Alter",5
1729,40.191845,"Fish, Laura Jane",4
1730,40.191845,"Garst, Jennifer Lynn",4
1731,42.494003,"Kelley, Michael John",1
1732,41.151077,"Haque, Mahfuzul",12
1733,40.57554,"Kay, Aaron Charles",6
1734,42.494003,"Flanagan Jr., Owen",9
1735,42.110313,"Kertai, Miklos David",0
1736,43.26139,"Ibarra Drendall, Catherine",10
1737,57.266186,"Stouder, April Loehmer",4
1738,40.191845,"Gbadegesin, Rasheed Adebayo",6
1739,40.959232,"Rabinovich, Consuelo Egla Diana",10
1740,41.342926,"Forman, Leslie M.",5
1741,40.959232,"Forte, Maurizio",5
1742,43.069546,"Forward, Richard B.",6
1743,50.35971,"Foster, Mary Helen",10
1744,40.383694,"Que, Loretta Georgina",1
1745,44.028778,"Zhou, Shutang",2
1746,41.72662,"Fox, Donald T",2
1747,40.191845,"Francis, Jennifer",11
1748,40.383694,"Olsson, Per",11
1749,40,"Schipper, Katherine",11
1750,42.877697,"Frank, Michael M.",2
1751,42.110313,"Jiang, Haixiang",10
1752,40.57554,"Frankenberg, Elizabeth",12
1753,40.191845,"Thomas, Duncan",12
1754,42.494003,"Frank-Ito, Dennis Onyeka",3
1755,42.110313,"Franks, Kevin Michael",2
1756,42.110313,"Franz, Katherine J.",6
1757,46.330936,"Fras, Anne Marie",5
1758,40,"Leary, Mark Richard",6
1759,71.46283,"Fraser, Matthew Oliver",5
1760,40.191845,"Frederick, Heather Jane",5
1761,41.151077,"Taekman, Jeffrey Marc",12
1762,43.645084,"Routh, Jonathan Charles",10
1763,40.767387,"Freedman, Neil Jonathan",2
1764,41.53477,"Zhang, Lisheng",2
1765,41.918465,"Vigna, Steven R.",2
1766,41.151077,"McGraw, Thomas Anthony",4
1767,40.57554,"Stolp, Bryant Walter",4
1768,40.959232,"Schneider, Susan Moeller",6
1769,40,"Lee, Sunhee",2
1770,95.44365,"Fry, Brendan C",10
1771,40.767387,"Zucker, Nancy Lee",6
1772,43.069546,"Fulkerson, Mary M.",9
1773,40.767387,"Furtado, Gustavo PT",5
1774,40.383694,"Gaede, Jane Taylor",5
1775,40.57554,"McConkie-Rosell, Allyn",6
1776,42.110313,"McDonald, Marie Theresa",6
1777,41.53477,"Gaillard, Stephanie L",5
1778,40.383694,"Kansagra, Sujay Mansukhlal",10
1779,40.57554,"Lewis Jr., Darrell Vincent",6
1780,40.191845,"McNamara Sr., James O'Connell",2
1781,42.30216,"Sinha, Saurabh Ranjan",6
1782,41.918465,"Klein, Stephen Matthew",0
1783,42.685852,"Melton, M. Stephen",0
1784,40.959232,"MacLeod, David Brett",0
1785,40.959232,"Tucker, Marcy Schwartz",5
1786,41.53477,"Nielsen, Karen Cristina",5
1787,40.383694,"Gandhi, Parag D",4
1788,40.767387,"Gao, Haiyan",6
1789,54.964027,"Liu, Jian-Guo",6
1790,40,"Howell, Calvin R.",6
1791,42.494003,"Hardaker Jr., William Thomas",5
1792,40.191845,"Garrigues, Grant Edward",3
1793,40.959232,"GASPAROVIC, ELLEN KATHERINE",9
1794,44.028778,"Venakides, Stephanos",5
1795,84.31654,"Gavin, Henri P.",6
1796,40.767387,"Reiter, Jerome P.",6
1797,41.72662,"Muir, Andrew Joseph",6
1798,42.30216,"George, Stephen L.",1
1799,40.57554,"McEvoy, Joseph Patrick",6
1800,40.191845,"Roggli, Victor Louis",6
1801,41.72662,"Ossmann, Eric William",10
1802,43.26139,"Gereffi, Gary",2
1803,40.191845,"Gervais, Simon",11
1804,40.383694,"Gesty-Palmer, Diane",4
1805,40.767387,"Getz, Jayce Robert",5
1806,40.57554,"Gheith, Jehanne",4
1807,40.191845,"Gibson, Joshua",9
1808,40.57554,"Ginsberg, Brian",4
1809,40.959232,"Simmons, Leigh Ann",10
1810,42.110313,"Glander, Kenneth Earl",6
1811,42.877697,"Taylor, Andrea Beth",6
1812,44.028778,"Glass, Jeffrey",6
1813,42.110313,"Goknar, Erdag",9
1814,40.767387,"Gold, Deborah T.",6
1815,69.544365,"Goldberg, Joel Steven",10
1816,77.02638,"Golden, Jay",6
1817,49.97602,"Goldman, Shalom Lawrence",4
1818,58.80096,"Goldner, Richard Douglas",4
1819,42.685852,"Todd, Jamie Lynn",1
1820,41.918465,"He, Xiao-Ping",2
1821,41.342926,"Silver, Debra Lynn",2
1822,40.959232,"Gonzalez, Jose M.",9
1823,40.959232,"Yuan, Fan",2
1824,40.57554,"Goodacre, Mark S.",9
1825,44.028778,"Reiman, Michael Patrick",6
1826,40.767387,"Gordon, David Charles",2
1827,40.191845,"Murray, Brian",3
1828,41.72662,"Goss, Kristin Anne",9
1829,40,"Grabowski, Henry G.",4
1830,40,"Graham, John R.",11
1831,40.191845,"Harvey, Campbell R.",11
1832,40.57554,"Puri, Manju",11
1833,40.191845,"Grandl, Jorg",2
1834,41.72662,"Granek, Joshua Aaron",2
1835,40.383694,"Magwene, Paul Mitaari",2
1836,40.767387,"Mills, James Steven",0
1837,42.110313,"Grant, Augustus Oliver",5
1838,50.35971,"Gray, Alice Lee",5
1839,49.784172,"Green, Deanna Mae",2
1840,42.30216,"Greenberg, Arthur",10
1841,40.57554,"Greenblatt, Lawrence Howard",5
1842,40.383694,"Zipkin, Daniella Ann",5
1843,41.151077,"Greene, Nathaniel Howard",0
1844,107.529976,"Greenfield Jr., Joseph Cholmondeley",5
1845,41.151077,"Greenleaf, Arno Lee",2
1846,41.342926,"Greenup, Rachel Adams",1
1847,42.110313,"Mackey, Aimee Marlena",1
1848,63.21343,"Lausier, Evangeline R.",4
1849,42.877697,"Smoski, Moria Joy",6
1850,42.110313,"Nilsson Jr., Kent Ronald",5
1851,40.57554,"Groh, Jennifer M.",2
1852,42.30216,"Merwin, Rhonda M",6
1853,40.959232,"Roy, Lance Atlas",4
1854,40.191845,"Grosz, Elizabeth",9
1855,41.72662,"Hsieh, Tao-shih",2
1856,42.110313,"Lee, Seok-Yong",2
1857,49.784172,"Liedtke, Wolfgang Bernhard",2
1858,40.383694,"Wang, Fan",2
1859,40,"Lo, Donald Ching-Tze",2
1860,41.918465,"Yu, Yen-Rei Andrea",2
1861,43.45324,"Guo, Hongtao",10
1862,42.30216,"Gustafson, Michael",10
